,ID,CASE_NUMBER,DATE,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,X_COORDINATE,Y_COORDINATE,YEAR,LATITUDE,LONGITUDE,LOCATION
221,5567780,HN335611,2007-05-11,035XX N CICERO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,False,False,1634,16,38.0,15.0,14,1143747.0,1923278.0,2007,41.94550677,-87.74704439,"(41.945506767, -87.747044393)"
222,10770065,HZ535494,2016-11-30,033XX W 38TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,911,9,12.0,58.0,14,1154734.0,1879205.0,2016,41.82435275,-87.70784072,"(41.824352752, -87.707840716)"
223,9499538,HX154767,2014-02-17,053XX N RAVENSWOOD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,2012,20,40.0,4.0,14,1163235.0,1935314.0,2014,41.97814597,-87.67507366,"(41.978145973, -87.675073656)"
224,4728934,HM337445,2006-05-07,028XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2514,25,31.0,19.0,14,1141225.0,1918275.0,2006,41.93182501,-87.75643821,"(41.931825006, -87.756438211)"
225,4646705,HM244120,2006-03-21,016XX W TOUHY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2423,24,49.0,1.0,14,1164202.0,1947913.0,2006,42.01269752,-87.67115923,"(42.012697523, -87.671159228)"
226,6937224,HR342598,2009-05-26,022XX W 21ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1223,12,25.0,31.0,14,1161667.0,1890025.0,2009,41.85390268,-87.68210466,"(41.853902678, -87.68210466)"
227,3823238,HL187666,2005-02-17,014XX W CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,True,False,1323,12,27.0,24.0,14,1166403.0,1905446.0,2005,41.89611927,-87.66428058,"(41.89611927, -87.664280577)"
228,9305467,HW449676,2013-09-13,039XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1132,11,24.0,26.0,14,1150166.0,1898065.0,2013,41.87619698,-87.72410855,"(41.876196982, -87.724108549)"
229,7781193,HS589302,2010-10-29,095XX S CONSTANCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,431,4,7.0,51.0,14,1190183.0,1842108.0,2010,41.72177386,-87.57898476,"(41.721773858, -87.578984755)"
230,9491052,HX145326,2014-02-09,027XX S SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1033,10,12.0,30.0,14,1156803.0,1885759.0,2014,41.84229613,-87.7000729,"(41.842296132, -87.700072904)"
231,5744223,HN553354,2007-08-27,056XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,711,7,3.0,68.0,14,1175250.0,1867502.0,2007,41.79180409,-87.63292413,"(41.791804086, -87.632924134)"
232,6007606,HN784049,2007-12-29,026XX W 84TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,835,8,18.0,70.0,14,1160125.0,1848565.0,2007,41.74016294,-87.68890519,"(41.740162942, -87.688905189)"
233,2862972,HJ527694,2003-07-29,042XX N SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1724,17,33.0,16.0,14,1155622.0,1928028.0,2003,41.95830989,-87.70326764,"(41.958309892, -87.703267639)"
234,4700014,HM303461,2006-04-20,040XX W CULLOM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1722,17,39.0,16.0,14,1148801.0,1928273.0,2006,41.95911707,-87.72833797,"(41.959117073, -87.728337966)"
235,4920006,HM535632,2006-08-10,055XX N MC VICKER AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,False,1622,16,45.0,11.0,14,1134904.0,1936485.0,2006,41.98190944,-87.7792346,"(41.981909438, -87.779234603)"
236,8119054,HT353855,2011-06-18,069XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,734,7,17.0,67.0,14,1168524.0,1858841.0,2011,41.76818496,-87.6578366,"(41.768184963, -87.657836599)"
237,1414626,G134016,2001-03-01,055XX S NOTTINGHAM AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,811,8,,,14,1130022.0,1866716.0,2001,41.7905386,-87.79878798,"(41.790538595, -87.79878798)"
238,6713046,HR125162,2009-01-17,054XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,815,8,23.0,62.0,14,1149956.0,1868311.0,2009,41.79455215,-87.72565247,"(41.794552154, -87.725652465)"
239,1720702,G496261,2001-08-20,057XX S HAMILTON AV,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,True,False,715,7,,,14,1162968.0,1866799.0,2001,41.79014072,-87.67797972,"(41.790140719, -87.677979724)"
240,3108542,HJ842548,2003-12-28,015XX W AUGUSTA BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1323,12,27.0,24.0,14,1165882.0,1906757.0,2003,41.89972788,-87.66615665,"(41.89972788, -87.666156654)"
241,5450649,HN280980,2007-04-12,036XX N LINCOLN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,False,False,1923,19,47.0,5.0,14,1163573.0,1924158.0,2007,41.94752628,-87.67414628,"(41.947526283, -87.674146281)"
242,11185730,JA560123,2017-12-22,031XX N NEWCASTLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,2511,25,36.0,18.0,14,1130206.0,1920118.0,2017,41.93707873,-87.79688972,"(41.937078733, -87.796889721)"
243,10218934,HY405637,2015-09-01,057XX S CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,824,8,16.0,63.0,14,1160682.0,1866595.0,2015,41.78962843,-87.68636753,"(41.789628428, -87.686367529)"
244,6620347,HP689703,2008-11-18,081XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,622,6,21.0,44.0,14,1177357.0,1850979.0,2008,41.74641581,-87.62569667,"(41.746415805, -87.625696672)"
245,6940315,HR345366,2009-05-28,008XX W SUPERIOR ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,False,False,1323,12,27.0,24.0,14,1170504.0,1905264.0,2009,41.89553111,-87.64922385,"(41.895531107, -87.649223851)"
246,10501619,HZ242802,2016-04-27,046XX W 83RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,834,8,13.0,70.0,14,1147330.0,1849154.0,2016,41.74203263,-87.73577014,"(41.742032629, -87.735770141)"
247,5053244,HM661326,2006-10-15,035XX N NAGLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1632,16,36.0,17.0,14,1132735.0,1922890.0,2006,41.94464161,-87.78753023,"(41.944641609, -87.787530225)"
248,2709601,HJ336995,2003-05-01,089XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,413,4,8.0,47.0,14,1185441.0,1845914.0,2003,41.73233066,-87.5962343,"(41.732330658, -87.596234295)"
249,3607386,HK694552,2004-10-18,072XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,333,3,5.0,43.0,14,1189958.0,1857438.0,2004,41.76384622,-87.57931687,"(41.763846222, -87.579316872)"
250,3047178,HJ760939,2003-11-15,0000X E OHIO ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1834,18,42.0,8.0,14,1176443.0,1904200.0,2003,41.89247942,-87.62744368,"(41.892479421, -87.627443675)"
251,8690635,HV366181,2012-07-04,021XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,412,4,8.0,48.0,14,1192134.0,1847716.0,2012,41.73711561,-87.57165693,"(41.737115609, -87.57165693)"
252,2891261,HJ563089,2003-08-15,109XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,513,5,9.0,49.0,14,1178855.0,1832369.0,2003,41.69531362,-87.6207721,"(41.695313622, -87.620772103)"
253,2290580,HH576932,2002-08-10,080XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,621,6,21.0,71.0,14,1171044.0,1851456.0,2002,41.7478649,-87.64881501,"(41.747864896, -87.648815009)"
254,6903733,HR308948,2009-05-07,005XX N LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,False,False,1532,15,28.0,25.0,14,1142928.0,1903317.0,2009,41.89074702,-87.75055336,"(41.890747016, -87.750553356)"
255,3114653,HK100758,2003-12-31,026XX N WHIPPLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1411,14,35.0,22.0,14,1155588.0,1917493.0,2003,41.92940181,-87.70367714,"(41.92940181, -87.703677142)"
256,8652732,HV328581,2012-06-10,137XX S BRAINARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER COMMERCIAL TRANSPORTATION,True,False,433,4,10.0,55.0,18,1200405.0,1814512.0,2012,41.64579585,-87.54247201,"(41.645795847, -87.542472012)"
257,8592856,HV267193,2012-05-02,001XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,634,6,21.0,44.0,18,1176671.0,1847269.0,2012,41.73625056,-87.62832169,"(41.736250559, -87.628321692)"
258,2973642,HJ620738,2003-09-10,048XX N WINTHROP AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2033,20,46.0,3.0,18,1168000.0,1932319.0,2003,41.96982579,-87.65763728,"(41.969825789, -87.657637278)"
259,2910492,HJ557529,2003-08-12,004XX N LARAMIE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1532,15,28.0,25.0,18,1141629.0,1902341.0,2003,41.88809286,-87.75534813,"(41.888092864, -87.755348129)"
260,7692354,HS498920,2010-09-04,071XX S STONY ISLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,324,3,5.0,43.0,18,1188152.0,1858101.0,2010,41.7657088,-87.58591505,"(41.765708803, -87.58591505)"
261,4389244,HL608698,2005-09-13,002XX S WHIPPLE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1124,11,28.0,27.0,18,1156082.0,1898741.0,2005,41.87793471,-87.70236867,"(41.877934709, -87.702368669)"
262,1577428,G323273,2001-06-04,007XX S CALIFORNIA AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1135,11,,,18,1157863.0,1896427.0,2001,41.87154875,-87.69589235,"(41.871548751, -87.695892351)"
263,3530721,HK577020,2004-08-23,016XX W JONQUIL TER,2024,NARCOTICS,POSS: HEROIN(WHITE),"SCHOOL, PUBLIC, GROUNDS",True,False,2422,24,49.0,1.0,18,1163893.0,1951001.0,2004,42.0211776,-87.67220843,"(42.021177601, -87.67220843)"
264,10177662,HY365876,2015-08-02,041XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,834,8,18.0,70.0,18,1150504.0,1846544.0,2015,41.73480925,-87.72420818,"(41.734809253, -87.724208178)"
265,7502426,HS305355,2010-05-13,035XX S WASHTENAW AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,913,9,12.0,58.0,18,1158944.0,1880896.0,2010,41.82890791,-87.69234919,"(41.828907913, -87.692349187)"
266,3225630,HK162357,2004-02-03,047XX W FULTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,True,False,1113,11,28.0,25.0,18,1144810.0,1901373.0,2004,41.88537717,-87.74369071,"(41.88537717, -87.743690705)"
267,5989011,HN778969,2007-12-26,100XX W OHARE ST,2027,NARCOTICS,POSS: CRACK,AIRPORT/AIRCRAFT,True,False,1651,16,41.0,76.0,18,1100658.0,1934241.0,2007,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
268,8508682,HV185969,2012-03-06,003XX S WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1125,11,2.0,28.0,18,1160452.0,1898418.0,2012,41.87695909,-87.68633201,"(41.876959088, -87.686332007)"
269,2364511,HH657604,2002-09-19,040XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1115,11,28.0,26.0,18,1149571.0,1899032.0,2002,41.87886211,-87.72626809,"(41.878862107, -87.726268091)"
270,9416016,HW555338,2013-12-02,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11,24.0,29.0,26,1154228.0,1895173.0,2013,41.86818094,-87.70927139,"(41.868180939, -87.709271389)"
271,8594622,HV268708,2012-05-02,042XX N MARINE DR,2032,NARCOTICS,MANU/DELIVER: METHAMPHETAMINES,APARTMENT,True,False,1915,19,46.0,3.0,18,1170986.0,1928779.0,2012,41.96004678,-87.64676205,"(41.960046783, -87.646762046)"
272,1448800,G170513,2001-03-25,074XX S PAXTON AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,333,3,,,18,1192135.0,1855700.0,2001,41.75902437,-87.57139424,"(41.759024368, -87.571394244)"
273,9012649,HW160463,2013-02-17,071XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,323,3,6.0,69.0,18,1178399.0,1857737.0,2013,41.76493695,-87.62167373,"(41.764936945, -87.621673727)"
274,5547866,HN355411,2007-05-21,004XX N PINE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1523,15,28.0,25.0,18,1139465.0,1902293.0,2007,41.88800087,-87.76329636,"(41.888000869, -87.763296356)"
275,3248961,HK190723,2004-02-18,055XX S WELLS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,711,7,3.0,68.0,18,1175549.0,1868127.0,2004,41.79351246,-87.63180906,"(41.79351246, -87.63180906)"
276,8784049,HV457847,2012-09-02,013XX S CHRISTIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1021,10,24.0,29.0,18,1154245.0,1893613.0,2012,41.86389979,-87.70925061,"(41.863899789, -87.709250612)"
277,9434484,HW566855,2013-12-11,002XX S WESTERN AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,False,False,1225,12,2.0,28.0,18,1160442.0,1898894.0,2013,41.87826548,-87.68635555,"(41.878265483, -87.686355549)"
278,3830058,HL141298,2005-01-24,011XX W WILSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,True,False,2311,19,46.0,3.0,18,1167916.0,1930703.0,2005,41.96539325,-87.65799298,"(41.965393249, -87.657992984)"
279,6884465,HR281750,2009-04-22,084XX S SAGINAW AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,True,False,423,4,7.0,46.0,18,1195298.0,1849515.0,2009,41.74197479,-87.56000598,"(41.741974788, -87.560005978)"
280,4074763,HL342355,2005-05-08,038XX S ROCKWELL ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,913,9,12.0,58.0,18,1159670.0,1878992.0,2005,41.82366822,-87.68973785,"(41.823668216, -87.689737854)"
281,9458866,HX112183,2014-01-12,056XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,True,False,824,8,16.0,63.0,18,1160988.0,1867300.0,2014,41.79155672,-87.68522603,"(41.791556717, -87.685226026)"
282,2973220,HJ624999,2003-09-12,006XX E 51ST ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,223,2,4.0,38.0,18,1181337.0,1871334.0,2003,41.80218118,-87.61048625,"(41.802181175, -87.610486247)"
283,3085845,HJ618818,2003-09-13,031XX W FIFTH AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1124,11,28.0,27.0,18,1155247.0,1898955.0,2003,41.87853875,-87.70542885,"(41.878538751, -87.705428851)"
284,7185163,HR597126,2009-10-19,059XX S CAMPBELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),True,False,824,8,16.0,66.0,18,1160724.0,1865135.0,2009,41.78562112,-87.68625382,"(41.785621124, -87.686253817)"
285,5753121,HN558484,2007-08-29,079XX S ELIZABETH ST,2022,NARCOTICS,POSS: COCAINE,STREET,True,False,612,6,21.0,71.0,18,1169373.0,1852008.0,2007,41.74941598,-87.65492213,"(41.749415975, -87.65492213)"
286,7097303,HR505781,2009-08-27,008XX N HOMAN AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,ALLEY,True,False,1121,11,27.0,23.0,26,1153551.0,1905610.0,2009,41.89683462,-87.71147916,"(41.896834618, -87.711479159)"
287,5715871,HN522324,2007-08-11,051XX S EMERALD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,934,9,3.0,61.0,18,1172176.0,1870863.0,2007,41.8010952,-87.64409708,"(41.801095201, -87.644097082)"
288,5844831,HN647052,2007-10-14,062XX S DREXEL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,True,False,313,3,20.0,42.0,18,1183081.0,1863726.0,2007,41.78126375,-87.60432695,"(41.781263748, -87.60432695)"
289,8089415,HT323138,2011-05-31,005XX E MARQUETTE RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,321,3,20.0,42.0,18,1180907.0,1861368.0,2011,41.77484347,-87.61236971,"(41.774843468, -87.612369706)"
290,9419053,HW562748,2013-12-07,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1533,15,28.0,25.0,18,1142285.0,1899542.0,2013,41.88039991,-87.75300855,"(41.880399914, -87.753008553)"
291,5925338,HN719188,2007-11-20,048XX S WOOD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,931,9,20.0,61.0,18,1165167.0,1872502.0,2007,41.80574416,-87.66975515,"(41.805744159, -87.669755148)"
292,8006283,HT237921,2011-04-06,017XX S HAMILTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1223,12,25.0,31.0,18,1162315.0,1891573.0,2011,41.85813703,-87.679683,"(41.858137031, -87.679683)"
293,10025545,HY215032,2015-04-08,039XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1132,11,24.0,26.0,18,1150205.0,1896407.0,2015,41.87164648,-87.72400857,"(41.871646482, -87.724008569)"
294,3349359,HK369511,2004-05-17,013XX W 13TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1231,12,2.0,28.0,18,1167661.0,1894186.0,2004,41.86519397,-87.65998469,"(41.865193967, -87.659984688)"
295,4483436,HL703172,2005-10-29,008XX N KEELER AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,1111,11,37.0,23.0,26,1148227.0,1905349.0,2005,41.89622263,-87.73104025,"(41.896222633, -87.731040246)"
296,5372669,HM762800,2006-12-08,119XX S PARNELL AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,524,5,34.0,53.0,26,1174782.0,1825817.0,2006,41.67742542,-87.63587885,"(41.677425416, -87.635878846)"
297,5561014,HN370211,2007-05-28,008XX W EASTWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2312,19,46.0,3.0,18,1169806.0,1931096.0,2007,41.96643056,-87.65103242,"(41.966430564, -87.651032417)"
298,6780235,HR195962,2009-03-02,039XX W 19TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1014,10,24.0,29.0,18,1150239.0,1890342.0,2009,41.85500274,-87.72404177,"(41.855002742, -87.724041772)"
299,4746425,HM284854,2006-04-11,006XX N RIDGEWAY AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1122,11,27.0,23.0,18,1151272.0,1904037.0,2006,41.89256317,-87.71989092,"(41.89256317, -87.719890923)"
300,4031070,HL319228,2005-04-26,009XX N HAMLIN AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1112,11,27.0,23.0,18,1150883.0,1905924.0,2005,41.89774891,-87.72127014,"(41.897748913, -87.721270135)"
301,7041136,HR447925,2009-07-25,014XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,True,False,2535,25,30.0,23.0,18,1150449.0,1909225.0,2009,41.90681567,-87.72277789,"(41.906815669, -87.722777891)"
302,5226574,HM590293,2006-09-09,007XX N MONTICELLO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1112,11,27.0,23.0,18,,,2006,,,
303,6441121,HP513177,2008-08-14,053XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1634,16,38.0,15.0,18,1140135.0,1923418.0,2008,41.94595797,-87.76031752,"(41.945957969, -87.760317517)"
304,4044725,HL331611,2005-05-02,009XX N LOREL AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1524,15,37.0,25.0,18,1140504.0,1905660.0,2005,41.89722132,-87.75939804,"(41.897221324, -87.759398038)"
305,5638846,HN448271,2007-07-05,049XX W MAYPOLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1532,15,28.0,25.0,18,1143579.0,1901014.0,2007,41.88441515,-87.74822021,"(41.884415152, -87.748220206)"
306,2159382,HH402660,2002-05-28,012XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2532,25,37.0,25.0,18,1140793.0,1907963.0,2002,41.90353572,-87.75827987,"(41.903535717, -87.758279867)"
307,5625404,HN422493,2007-06-22,078XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,624,6,6.0,69.0,18,1182924.0,1853196.0,2007,41.75237205,-87.60522934,"(41.752372047, -87.605229336)"
308,6186267,HP263901,2008-04-05,033XX W 38TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,913,9,12.0,58.0,18,1154727.0,1879205.0,2008,41.82435289,-87.7078664,"(41.824352892, -87.707866397)"
309,2403623,G577663,2001-09-26,062XX S KEDZIE AVE,2027,NARCOTICS,POSS: CRACK,STREET,True,False,823,8,15.0,66.0,18,1156090.0,1862921.0,2001,41.77964003,-87.70330384,"(41.779640028, -87.70330384)"
310,8300838,HT535175,2011-10-08,037XX W WILSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,1723,17,39.0,14.0,26,1150552.0,1930307.0,2011,41.96466441,-87.72184715,"(41.964664408, -87.721847151)"
311,10811959,JA110097,2017-01-10,019XX N HAMLIN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2535,25,26.0,22.0,26,1150735.0,1912671.0,2017,41.91626623,-87.72163701,"(41.916266226, -87.721637009)"
312,4750131,HM360756,2006-05-19,071XX N PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2423,24,49.0,1.0,26,1163884.0,1947582.0,2006,42.011796,-87.67233871,"(42.011795997, -87.67233871)"
313,5448716,HN275969,2007-04-10,035XX W GRAND AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,DRUG STORE,False,False,1121,11,26.0,23.0,17,1152431.0,1907428.0,2007,41.90184559,-87.71554468,"(41.901845588, -87.715544681)"
314,10779118,HZ544441,2016-12-08,010XX W 51ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,933,9,16.0,61.0,26,1170415.0,1871001.0,2016,41.80151246,-87.65055125,"(41.801512455, -87.650551251)"
315,4374455,HL660560,2005-10-08,058XX S KEELER AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,813,8,13.0,62.0,26,1149366.0,1865564.0,2005,41.78702538,-87.72788695,"(41.787025384, -87.727886949)"
316,7363357,HS164946,2010-02-13,005XX W BELMONT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2332,19,44.0,6.0,26,1172211.0,1921511.0,2010,41.94007614,-87.6424738,"(41.940076135, -87.642473797)"
317,6993831,HR399710,2009-06-23,017XX W 18TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1223,12,25.0,31.0,26,1164905.0,1891447.0,2009,41.85773678,-87.67017968,"(41.857736775, -87.670179675)"
318,6155786,HP243837,2008-03-25,004XX W EVERGREEN AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,APARTMENT,False,False,1821,18,27.0,8.0,26,1172934.0,1909278.0,2008,41.90649223,-87.64017999,"(41.906492227, -87.640179991)"
319,6054992,HP157774,2008-02-03,047XX W BELDEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,2522,25,31.0,19.0,26,1144244.0,1914869.0,2008,41.92242233,-87.74542953,"(41.922422328, -87.745429533)"
320,6252456,HP340132,2008-05-16,048XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,2132,2,4.0,39.0,26,,,2008,,,
321,2748713,HJ388435,2003-05-24,015XX E 65TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,321,3,5.0,42.0,26,1187366.0,1862190.0,2003,41.77694808,-87.58866619,"(41.776948076, -87.58866619)"
322,10931066,JA246453,2017-04-30,034XX W BEACH AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,1422,14,26.0,23.0,26,1153216.0,1909426.0,2017,41.90731274,-87.71260816,"(41.907312737, -87.712608155)"
323,5601454,HN407116,2007-06-15,047XX W IRVING PARK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,True,1722,17,45.0,15.0,26,1143937.0,1926169.0,2007,41.95343636,-87.74627323,"(41.953436358, -87.746273229)"
324,10808622,JA107722,2017-01-07,068XX W WRIGHTWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,2512,25,36.0,18.0,26,1130226.0,1916527.0,2017,41.92722425,-87.79689879,"(41.927224253, -87.796898791)"
325,2866020,HJ532105,2003-07-31,028XX W HENDERSON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1733,17,33.0,21.0,26,1156775.0,1922046.0,2003,41.94187156,-87.69919149,"(41.941871562, -87.699191492)"
